alldata1,alldata2,alldata3,alldata4,alldata5,alldata6,alldata7,alldata8,alldata9,alldata10,alldata11,alldata12,alldata13,alldata14,alldata15,alldata16,alldata17,alldata18,alldata19,alldata20,alldata21
1.50789707378277,1.50789707378277,1.50789707378277,1.50789707378277,1.50789707378277,1.50789707378277,1.50789707378277,1.50789707378277,1.50789707378277,1.50789707378277,1.50789707378277,1.50789707378277,1.50789707378277,1.50789707378277,1.50789707378277,1.50789707378277,1.50789707378277,1.50789707378277,1.50789707378277,1.50789707378277,1.50789707378277
1.50837086420437,1.50837086420437,1.50837086420437,1.50837086420437,1.50837086420437,1.50837086420437,1.50837086420437,1.50837086420437,1.50837086420437,1.50837086420437,1.50837086420437,1.50837086420437,1.50837086420437,1.50837086420437,1.50837086420437,1.50837086420437,1.50837086420437,1.50837086420437,1.50837086420437,1.50837086420437,1.50837086420437
1.50884465462598,1.50884465462598,1.50884465462598,1.50884465462598,1.50884465462598,1.50884465462598,1.50884465462598,1.50884465462598,1.50884465462598,1.50884465462598,1.50884465462598,1.50884465462598,1.50884465462598,1.50884465462598,1.50884465462598,1.50884465462598,1.50884465462598,1.50884465462598,1.50884465462598,1.50884465462598,1.50884465462598
1.50931844504758,1.50931844504758,1.50931844504758,1.50931844504758,1.50931844504758,1.50931844504758,1.50931844504758,1.50931844504758,1.50931844504758,1.50931844504758,1.50931844504758,1.50931844504758,1.50931844504758,1.50931844504758,1.50931844504758,1.50931844504758,1.50931844504758,1.50931844504758,1.50931844504758,1.50931844504758,1.50931844504758
1.50979223546918,1.50979223546918,1.50979223546918,1.50979223546918,1.50979223546918,1.50979223546918,1.50979223546918,1.50979223546918,1.50979223546918,1.50979223546918,1.50979223546918,1.50979223546918,1.50979223546918,1.50979223546918,1.50979223546918,1.50979223546918,1.50979223546918,1.50979223546918,1.50979223546918,1.50979223546918,1.50979223546918
1.51026602589079,1.51026602589079,1.51026602589079,1.51026602589079,1.51026602589079,1.51026602589079,1.51026602589079,1.51026602589079,1.51026602589079,1.51026602589079,1.51026602589079,1.51026602589079,1.51026602589079,1.51026602589079,1.51026602589079,1.51026602589079,1.51026602589079,1.51026602589079,1.51026602589079,1.51026602589079,1.51026602589079
1.51073981631239,1.51073981631239,1.51073981631239,1.51073981631239,1.51073981631239,1.51073981631239,1.51073981631239,1.51073981631239,1.51073981631239,1.51073981631239,1.51073981631239,1.51073981631239,1.51073981631239,1.51073981631239,1.51073981631239,1.51073981631239,1.51073981631239,1.51073981631239,1.51073981631239,1.51073981631239,1.51073981631239
1.51121360673399,1.51121360673399,1.51121360673399,1.51121360673399,1.51121360673399,1.51121360673399,1.51121360673399,1.51121360673399,1.51121360673399,1.51121360673399,1.51121360673399,1.51121360673399,1.51121360673399,1.51121360673399,1.51121360673399,1.51121360673399,1.51121360673399,1.51121360673399,1.51121360673399,1.51121360673399,1.51121360673399
1.5116873971556,1.5116873971556,1.5116873971556,1.5116873971556,1.5116873971556,1.5116873971556,1.5116873971556,1.5116873971556,1.5116873971556,1.5116873971556,1.5116873971556,1.5116873971556,1.5116873971556,1.5116873971556,1.5116873971556,1.5116873971556,1.5116873971556,1.5116873971556,1.5116873971556,1.5116873971556,1.5116873971556
1.5121611875772,1.5121611875772,1.5121611875772,1.5121611875772,1.5121611875772,1.5121611875772,1.5121611875772,1.5121611875772,1.5121611875772,1.5121611875772,1.5121611875772,1.5121611875772,1.5121611875772,1.5121611875772,1.5121611875772,1.5121611875772,1.5121611875772,1.5121611875772,1.5121611875772,1.5121611875772,1.5121611875772
1.5126349779988,1.5126349779988,1.5126349779988,1.5126349779988,1.5126349779988,1.5126349779988,1.5126349779988,1.5126349779988,1.5126349779988,1.5126349779988,1.5126349779988,1.5126349779988,1.5126349779988,1.5126349779988,1.5126349779988,1.5126349779988,1.5126349779988,1.5126349779988,1.5126349779988,1.5126349779988,1.5126349779988
1.51310876842041,1.51310876842041,1.51310876842041,1.51310876842041,1.51310876842041,1.51310876842041,1.51310876842041,1.51310876842041,1.51310876842041,1.51310876842041,1.51310876842041,1.51310876842041,1.51310876842041,1.51310876842041,1.51310876842041,1.51310876842041,1.51310876842041,1.51310876842041,1.51310876842041,1.51310876842041,1.51310876842041
1.51358255884201,1.51358255884201,1.51358255884201,1.51358255884201,1.51358255884201,1.51358255884201,1.51358255884201,1.51358255884201,1.51358255884201,1.51358255884201,1.51358255884201,1.51358255884201,1.51358255884201,1.51358255884201,1.51358255884201,1.51358255884201,1.51358255884201,1.51358255884201,1.51358255884201,1.51358255884201,1.51358255884201
1.51405634926362,1.51405634926362,1.51405634926362,1.51405634926362,1.51405634926362,1.51405634926362,1.51405634926362,1.51405634926362,1.51405634926362,1.51405634926362,1.51405634926362,1.51405634926362,1.51405634926362,1.51405634926362,1.51405634926362,1.51405634926362,1.51405634926362,1.51405634926362,1.51405634926362,1.51405634926362,1.51405634926362
1.51453013968522,1.51453013968522,1.51453013968522,1.51453013968522,1.51453013968522,1.51453013968522,1.51453013968522,1.51453013968522,1.51453013968522,1.51453013968522,1.51453013968522,1.51453013968522,1.51453013968522,1.51453013968522,1.51453013968522,1.51453013968522,1.51453013968522,1.51453013968522,1.51453013968522,1.51453013968522,1.51453013968522
1.51500393010682,1.51500393010682,1.51500393010682,1.51500393010682,1.51500393010682,1.51500393010682,1.51500393010682,1.51500393010682,1.51500393010682,1.51500393010682,1.51500393010682,1.51500393010682,1.51500393010682,1.51500393010682,1.51500393010682,1.51500393010682,1.51500393010682,1.51500393010682,1.51500393010682,1.51500393010682,1.51500393010682
1.51547772052843,1.51547772052843,1.51547772052843,1.51547772052843,1.51547772052843,1.51547772052843,1.51547772052843,1.51547772052843,1.51547772052843,1.51547772052843,1.51547772052843,1.51547772052843,1.51547772052843,1.51547772052843,1.51547772052843,1.51547772052843,1.51547772052843,1.51547772052843,1.51547772052843,1.51547772052843,1.51547772052843
1.51595151095003,1.51595151095003,1.51595151095003,1.51595151095003,1.51595151095003,1.51595151095003,1.51595151095003,1.51595151095003,1.51595151095003,1.51595151095003,1.51595151095003,1.51595151095003,1.51595151095003,1.51595151095003,1.51595151095003,1.51595151095003,1.51595151095003,1.51595151095003,1.51595151095003,1.51595151095003,1.51595151095003
1.51642530137163,1.51642530137163,1.51642530137163,1.51642530137163,1.51642530137163,1.51642530137163,1.51642530137163,1.51642530137163,1.51642530137163,1.51642530137163,1.51642530137163,1.51642530137163,1.51642530137163,1.51642530137163,1.51642530137163,1.51642530137163,1.51642530137163,1.51642530137163,1.51642530137163,1.51642530137163,1.51642530137163
1.51689909179324,1.51689909179324,1.51689909179324,1.51689909179324,1.51689909179324,1.51689909179324,1.51689909179324,1.51689909179324,1.51689909179324,1.51689909179324,1.51689909179324,1.51689909179324,1.51689909179324,1.51689909179324,1.51689909179324,1.51689909179324,1.51689909179324,1.51689909179324,1.51689909179324,1.51689909179324,1.51689909179324
1.51737288221484,1.51737288221484,1.51737288221484,1.51737288221484,1.51737288221484,1.51737288221484,1.51737288221484,1.51737288221484,1.51737288221484,1.51737288221484,1.51737288221484,1.51737288221484,1.51737288221484,1.51737288221484,1.51737288221484,1.51737288221484,1.51737288221484,1.51737288221484,1.51737288221484,1.51737288221484,1.51737288221484
1.51784667263644,1.51784667263644,1.51784667263644,1.51784667263644,1.51784667263644,1.51784667263644,1.51784667263644,1.51784667263644,1.51784667263644,1.51784667263644,1.51784667263644,1.51784667263644,1.51784667263644,1.51784667263644,1.51784667263644,1.51784667263644,1.51784667263644,1.51784667263644,1.51784667263644,1.51784667263644,1.51784667263644
1.51832046305805,1.51832046305805,1.51832046305805,1.51832046305805,1.51832046305805,1.51832046305805,1.51832046305805,1.51832046305805,1.51832046305805,1.51832046305805,1.51832046305805,1.51832046305805,1.51832046305805,1.51832046305805,1.51832046305805,1.51832046305805,1.51832046305805,1.51832046305805,1.51832046305805,1.51832046305805,1.51832046305805
1.51879425347965,1.51879425347965,1.51879425347965,1.51879425347965,1.51879425347965,1.51879425347965,1.51879425347965,1.51879425347965,1.51879425347965,1.51879425347965,1.51879425347965,1.51879425347965,1.51879425347965,1.51879425347965,1.51879425347965,1.51879425347965,1.51879425347965,1.51879425347965,1.51879425347965,1.51879425347965,1.51879425347965
1.51926804390125,1.51926804390125,1.51926804390125,1.51926804390125,1.51926804390125,1.51926804390125,1.51926804390125,1.51926804390125,1.51926804390125,1.51926804390125,1.51926804390125,1.51926804390125,1.51926804390125,1.51926804390125,1.51926804390125,1.51926804390125,1.51926804390125,1.51926804390125,1.51926804390125,1.51926804390125,1.51926804390125
1.51974183432286,1.51974183432286,1.51974183432286,1.51974183432286,1.51974183432286,1.51974183432286,1.51974183432286,1.51974183432286,1.51974183432286,1.51974183432286,1.51974183432286,1.51974183432286,1.51974183432286,1.51974183432286,1.51974183432286,1.51974183432286,1.51974183432286,1.51974183432286,1.51974183432286,1.51974183432286,1.51974183432286
1.52021562474446,1.52021562474446,1.52021562474446,1.52021562474446,1.52021562474446,1.52021562474446,1.52021562474446,1.52021562474446,1.52021562474446,1.52021562474446,1.52021562474446,1.52021562474446,1.52021562474446,1.52021562474446,1.52021562474446,1.52021562474446,1.52021562474446,1.52021562474446,1.52021562474446,1.52021562474446,1.52021562474446
1.52068941516606,1.52068941516606,1.52068941516606,1.52068941516606,1.52068941516606,1.52068941516606,1.52068941516606,1.52068941516606,1.52068941516606,1.52068941516606,1.52068941516606,1.52068941516606,1.52068941516606,1.52068941516606,1.52068941516606,1.52068941516606,1.52068941516606,1.52068941516606,1.52068941516606,1.52068941516606,1.52068941516606
1.52116320558767,1.52116320558767,1.52116320558767,1.52116320558767,1.52116320558767,1.52116320558767,1.52116320558767,1.52116320558767,1.52116320558767,1.52116320558767,1.52116320558767,1.52116320558767,1.52116320558767,1.52116320558767,1.52116320558767,1.52116320558767,1.52116320558767,1.52116320558767,1.52116320558767,1.52116320558767,1.52116320558767
1.52163699600927,1.52163699600927,1.52163699600927,1.52163699600927,1.52163699600927,1.52163699600927,1.52163699600927,1.52163699600927,1.52163699600927,1.52163699600927,1.52163699600927,1.52163699600927,1.52163699600927,1.52163699600927,1.52163699600927,1.52163699600927,1.52163699600927,1.52163699600927,1.52163699600927,1.52163699600927,1.52163699600927
1.52211078643087,1.52211078643087,1.52211078643087,1.52211078643087,1.52211078643087,1.52211078643087,1.52211078643087,1.52211078643087,1.52211078643087,1.52211078643087,1.52211078643087,1.52211078643087,1.52211078643087,1.52211078643087,1.52211078643087,1.52211078643087,1.52211078643087,1.52211078643087,1.52211078643087,1.52211078643087,1.52211078643087
1.52258457685248,1.52258457685248,1.52258457685248,1.52258457685248,1.52258457685248,1.52258457685248,1.52258457685248,1.52258457685248,1.52258457685248,1.52258457685248,1.52258457685248,1.52258457685248,1.52258457685248,1.52258457685248,1.52258457685248,1.52258457685248,1.52258457685248,1.52258457685248,1.52258457685248,1.52258457685248,1.52258457685248
1.52305836727408,1.52305836727408,1.52305836727408,1.52305836727408,1.52305836727408,1.52305836727408,1.52305836727408,1.52305836727408,1.52305836727408,1.52305836727408,1.52305836727408,1.52305836727408,1.52305836727408,1.52305836727408,1.52305836727408,1.52305836727408,1.52305836727408,1.52305836727408,1.52305836727408,1.52305836727408,1.52305836727408
1.52353215769568,1.52353215769568,1.52353215769568,1.52353215769568,1.52353215769568,1.52353215769568,1.52353215769568,1.52353215769568,1.52353215769568,1.52353215769568,1.52353215769568,1.52353215769568,1.52353215769568,1.52353215769568,1.52353215769568,1.52353215769568,1.52353215769568,1.52353215769568,1.52353215769568,1.52353215769568,1.52353215769568
1.52400594811729,1.52400594811729,1.52400594811729,1.52400594811729,1.52400594811729,1.52400594811729,1.52400594811729,1.52400594811729,1.52400594811729,1.52400594811729,1.52400594811729,1.52400594811729,1.52400594811729,1.52400594811729,1.52400594811729,1.52400594811729,1.52400594811729,1.52400594811729,1.52400594811729,1.52400594811729,1.52400594811729
1.52447973853889,1.52447973853889,1.52447973853889,1.52447973853889,1.52447973853889,1.52447973853889,1.52447973853889,1.52447973853889,1.52447973853889,1.52447973853889,1.52447973853889,1.52447973853889,1.52447973853889,1.52447973853889,1.52447973853889,1.52447973853889,1.52447973853889,1.52447973853889,1.52447973853889,1.52447973853889,1.52447973853889
1.52495352896049,1.52495352896049,1.52495352896049,1.52495352896049,1.52495352896049,1.52495352896049,1.52495352896049,1.52495352896049,1.52495352896049,1.52495352896049,1.52495352896049,1.52495352896049,1.52495352896049,1.52495352896049,1.52495352896049,1.52495352896049,1.52495352896049,1.52495352896049,1.52495352896049,1.52495352896049,1.52495352896049
1.5254273193821,1.5254273193821,1.5254273193821,1.5254273193821,1.5254273193821,1.5254273193821,1.5254273193821,1.5254273193821,1.5254273193821,1.5254273193821,1.5254273193821,1.5254273193821,1.5254273193821,1.5254273193821,1.5254273193821,1.5254273193821,1.5254273193821,1.5254273193821,1.5254273193821,1.5254273193821,1.5254273193821
1.5259011098037,1.5259011098037,1.5259011098037,1.5259011098037,1.5259011098037,1.5259011098037,1.5259011098037,1.5259011098037,1.5259011098037,1.5259011098037,1.5259011098037,1.5259011098037,1.5259011098037,1.5259011098037,1.5259011098037,1.5259011098037,1.5259011098037,1.5259011098037,1.5259011098037,1.5259011098037,1.5259011098037
1.5263749002253,1.5263749002253,1.5263749002253,1.5263749002253,1.5263749002253,1.5263749002253,1.5263749002253,1.5263749002253,1.5263749002253,1.5263749002253,1.5263749002253,1.5263749002253,1.5263749002253,1.5263749002253,1.5263749002253,1.5263749002253,1.5263749002253,1.5263749002253,1.5263749002253,1.5263749002253,1.5263749002253
1.52684869064691,1.52684869064691,1.52684869064691,1.52684869064691,1.52684869064691,1.52684869064691,1.52684869064691,1.52684869064691,1.52684869064691,1.52684869064691,1.52684869064691,1.52684869064691,1.52684869064691,1.52684869064691,1.52684869064691,1.52684869064691,1.52684869064691,1.52684869064691,1.52684869064691,1.52684869064691,1.52684869064691
1.52732248106851,1.52732248106851,1.52732248106851,1.52732248106851,1.52732248106851,1.52732248106851,1.52732248106851,1.52732248106851,1.52732248106851,1.52732248106851,1.52732248106851,1.52732248106851,1.52732248106851,1.52732248106851,1.52732248106851,1.52732248106851,1.52732248106851,1.52732248106851,1.52732248106851,1.52732248106851,1.52732248106851
1.52779627149012,1.52779627149012,1.52779627149012,1.52779627149012,1.52779627149012,1.52779627149012,1.52779627149012,1.52779627149012,1.52779627149012,1.52779627149012,1.52779627149012,1.52779627149012,1.52779627149012,1.52779627149012,1.52779627149012,1.52779627149012,1.52779627149012,1.52779627149012,1.52779627149012,1.52779627149012,1.52779627149012
1.52827006191172,1.52827006191172,1.52827006191172,1.52827006191172,1.52827006191172,1.52827006191172,1.52827006191172,1.52827006191172,1.52827006191172,1.52827006191172,1.52827006191172,1.52827006191172,1.52827006191172,1.52827006191172,1.52827006191172,1.52827006191172,1.52827006191172,1.52827006191172,1.52827006191172,1.52827006191172,1.52827006191172
1.52874385233332,1.52874385233332,1.52874385233332,1.52874385233332,1.52874385233332,1.52874385233332,1.52874385233332,1.52874385233332,1.52874385233332,1.52874385233332,1.52874385233332,1.52874385233332,1.52874385233332,1.52874385233332,1.52874385233332,1.52874385233332,1.52874385233332,1.52874385233332,1.52874385233332,1.52874385233332,1.52874385233332
1.52921764275493,1.52921764275493,1.52921764275493,1.52921764275493,1.52921764275493,1.52921764275493,1.52921764275493,1.52921764275493,1.52921764275493,1.52921764275493,1.52921764275493,1.52921764275493,1.52921764275493,1.52921764275493,1.52921764275493,1.52921764275493,1.52921764275493,1.52921764275493,1.52921764275493,1.52921764275493,1.52921764275493
1.52969143317653,1.52969143317653,1.52969143317653,1.52969143317653,1.52969143317653,1.52969143317653,1.52969143317653,1.52969143317653,1.52969143317653,1.52969143317653,1.52969143317653,1.52969143317653,1.52969143317653,1.52969143317653,1.52969143317653,1.52969143317653,1.52969143317653,1.52969143317653,1.52969143317653,1.52969143317653,1.52969143317653
1.53016522359813,1.53016522359813,1.53016522359813,1.53016522359813,1.53016522359813,1.53016522359813,1.53016522359813,1.53016522359813,1.53016522359813,1.53016522359813,1.53016522359813,1.53016522359813,1.53016522359813,1.53016522359813,1.53016522359813,1.53016522359813,1.53016522359813,1.53016522359813,1.53016522359813,1.53016522359813,1.53016522359813
1.53063901401974,1.53063901401974,1.53063901401974,1.53063901401974,1.53063901401974,1.53063901401974,1.53063901401974,1.53063901401974,1.53063901401974,1.53063901401974,1.53063901401974,1.53063901401974,1.53063901401974,1.53063901401974,1.53063901401974,1.53063901401974,1.53063901401974,1.53063901401974,1.53063901401974,1.53063901401974,1.53063901401974
1.53111280444134,1.53111280444134,1.53111280444134,1.53111280444134,1.53111280444134,1.53111280444134,1.53111280444134,1.53111280444134,1.53111280444134,1.53111280444134,1.53111280444134,1.53111280444134,1.53111280444134,1.53111280444134,1.53111280444134,1.53111280444134,1.53111280444134,1.53111280444134,1.53111280444134,1.53111280444134,1.53111280444134
1.53158659486294,1.53158659486294,1.53158659486294,1.53158659486294,1.53158659486294,1.53158659486294,1.53158659486294,1.53158659486294,1.53158659486294,1.53158659486294,1.53158659486294,1.53158659486294,1.53158659486294,1.53158659486294,1.53158659486294,1.53158659486294,1.53158659486294,1.53158659486294,1.53158659486294,1.53158659486294,1.53158659486294
1.53206038528455,1.53206038528455,1.53206038528455,1.53206038528455,1.53206038528455,1.53206038528455,1.53206038528455,1.53206038528455,1.53206038528455,1.53206038528455,1.53206038528455,1.53206038528455,1.53206038528455,1.53206038528455,1.53206038528455,1.53206038528455,1.53206038528455,1.53206038528455,1.53206038528455,1.53206038528455,1.53206038528455
1.53253417570615,1.53253417570615,1.53253417570615,1.53253417570615,1.53253417570615,1.53253417570615,1.53253417570615,1.53253417570615,1.53253417570615,1.53253417570615,1.53253417570615,1.53253417570615,1.53253417570615,1.53253417570615,1.53253417570615,1.53253417570615,1.53253417570615,1.53253417570615,1.53253417570615,1.53253417570615,1.53253417570615
1.53300796612775,1.53300796612775,1.53300796612775,1.53300796612775,1.53300796612775,1.53300796612775,1.53300796612775,1.53300796612775,1.53300796612775,1.53300796612775,1.53300796612775,1.53300796612775,1.53300796612775,1.53300796612775,1.53300796612775,1.53300796612775,1.53300796612775,1.53300796612775,1.53300796612775,1.53300796612775,1.53300796612775
1.53348175654936,1.53348175654936,1.53348175654936,1.53348175654936,1.53348175654936,1.53348175654936,1.53348175654936,1.53348175654936,1.53348175654936,1.53348175654936,1.53348175654936,1.53348175654936,1.53348175654936,1.53348175654936,1.53348175654936,1.53348175654936,1.53348175654936,1.53348175654936,1.53348175654936,1.53348175654936,1.53348175654936
1.53395554697096,1.53395554697096,1.53395554697096,1.53395554697096,1.53395554697096,1.53395554697096,1.53395554697096,1.53395554697096,1.53395554697096,1.53395554697096,1.53395554697096,1.53395554697096,1.53395554697096,1.53395554697096,1.53395554697096,1.53395554697096,1.53395554697096,1.53395554697096,1.53395554697096,1.53395554697096,1.53395554697096
1.53442933739256,1.53442933739256,1.53442933739256,1.53442933739256,1.53442933739256,1.53442933739256,1.53442933739256,1.53442933739256,1.53442933739256,1.53442933739256,1.53442933739256,1.53442933739256,1.53442933739256,1.53442933739256,1.53442933739256,1.53442933739256,1.53442933739256,1.53442933739256,1.53442933739256,1.53442933739256,1.53442933739256
1.53490312781417,1.53490312781417,1.53490312781417,1.53490312781417,1.53490312781417,1.53490312781417,1.53490312781417,1.53490312781417,1.53490312781417,1.53490312781417,1.53490312781417,1.53490312781417,1.53490312781417,1.53490312781417,1.53490312781417,1.53490312781417,1.53490312781417,1.53490312781417,1.53490312781417,1.53490312781417,1.53490312781417
1.53537691823577,1.53537691823577,1.53537691823577,1.53537691823577,1.53537691823577,1.53537691823577,1.53537691823577,1.53537691823577,1.53537691823577,1.53537691823577,1.53537691823577,1.53537691823577,1.53537691823577,1.53537691823577,1.53537691823577,1.53537691823577,1.53537691823577,1.53537691823577,1.53537691823577,1.53537691823577,1.53537691823577
1.53585070865737,1.53585070865737,1.53585070865737,1.53585070865737,1.53585070865737,1.53585070865737,1.53585070865737,1.53585070865737,1.53585070865737,1.53585070865737,1.53585070865737,1.53585070865737,1.53585070865737,1.53585070865737,1.53585070865737,1.53585070865737,1.53585070865737,1.53585070865737,1.53585070865737,1.53585070865737,1.53585070865737
1.53632449907898,1.53632449907898,1.53632449907898,1.53632449907898,1.53632449907898,1.53632449907898,1.53632449907898,1.53632449907898,1.53632449907898,1.53632449907898,1.53632449907898,1.53632449907898,1.53632449907898,1.53632449907898,1.53632449907898,1.53632449907898,1.53632449907898,1.53632449907898,1.53632449907898,1.53632449907898,1.53632449907898
1.53679828950058,1.53679828950058,1.53679828950058,1.53679828950058,1.53679828950058,1.53679828950058,1.53679828950058,1.53679828950058,1.53679828950058,1.53679828950058,1.53679828950058,1.53679828950058,1.53679828950058,1.53679828950058,1.53679828950058,1.53679828950058,1.53679828950058,1.53679828950058,1.53679828950058,1.53679828950058,1.53679828950058
1.53727207992218,1.53727207992218,1.53727207992218,1.53727207992218,1.53727207992218,1.53727207992218,1.53727207992218,1.53727207992218,1.53727207992218,1.53727207992218,1.53727207992218,1.53727207992218,1.53727207992218,1.53727207992218,1.53727207992218,1.53727207992218,1.53727207992218,1.53727207992218,1.53727207992218,1.53727207992218,1.53727207992218
1.53774587034379,1.53774587034379,1.53774587034379,1.53774587034379,1.53774587034379,1.53774587034379,1.53774587034379,1.53774587034379,1.53774587034379,1.53774587034379,1.53774587034379,1.53774587034379,1.53774587034379,1.53774587034379,1.53774587034379,1.53774587034379,1.53774587034379,1.53774587034379,1.53774587034379,1.53774587034379,1.53774587034379
1.53821966076539,1.53821966076539,1.53821966076539,1.53821966076539,1.53821966076539,1.53821966076539,1.53821966076539,1.53821966076539,1.53821966076539,1.53821966076539,1.53821966076539,1.53821966076539,1.53821966076539,1.53821966076539,1.53821966076539,1.53821966076539,1.53821966076539,1.53821966076539,1.53821966076539,1.53821966076539,1.53821966076539
